from_node,to_node,length_m,travel_time_s,fuel_l,co2_g,lanes
6316199,46379627,42.5,5.1,0.0034,8.13,1
6316199,46389218,225.58,27.07,0.018,43.17,1
25596477,4489285115,81.16,9.74,0.0065,15.53,1
25658579,1334338691,38.0,4.56,0.003,7.27,1
26203121,2311089467,194.33,23.32,0.0155,37.19,1
26203121,494157307,84.16,10.1,0.0067,16.11,1
26206556,46348430,50.15,6.02,0.004,9.6,1
26206556,916874958,96.91,11.63,0.0078,18.55,1
26371846,46341915,45.63,5.48,0.0037,8.73,1
26371846,331526066,139.18,16.7,0.0111,26.63,1
26371856,46339660,143.08,17.17,0.0114,27.38,1
26371856,46334837,58.6,7.03,0.0047,11.21,1
26585460,46410991,67.37,8.08,0.0054,12.89,1
26586128,154528006,121.73,14.61,0.0097,23.29,1
26586128,5828012924,25.7,3.08,0.0021,4.92,1
26596415,46377905,10.01,1.2,0.0008,1.92,1
27219290,275265354,33.24,3.99,0.0027,6.36,1
27219290,469250875,151.54,18.19,0.0121,29.0,1
27219290,46309787,156.51,18.78,0.0125,29.95,1
27471866,46367002,92.17,11.06,0.0074,17.64,1
27471866,46369688,67.17,8.06,0.0054,12.85,1
27471867,46374203,99.43,11.93,0.008,19.03,1
27471867,27471866,67.93,8.15,0.0054,13.0,1
27471867,46371409,81.96,9.84,0.0066,15.68,1
27561854,46311177,217.78,26.13,0.0174,41.67,1
27561854,6948848809,4.95,0.59,0.0004,0.95,1
27561854,46312772,200.27,24.03,0.016,38.32,1
28265319,6933084583,7.12,0.85,0.0006,1.36,2
29529317,12496251385,11.72,1.41,0.0009,2.24,1
29529317,46360122,374.61,44.95,0.03,71.69,1
30118443,46419339,161.4,19.37,0.0129,30.89,1
30118467,5859267005,6.41,0.77,0.0005,1.23,1
30138383,158694434,151.02,36.25,0.0121,28.9,1
30138383,102837532,235.47,56.51,0.0188,45.06,1
30138383,8881939204,34.9,8.38,0.0028,6.68,1
30154649,12687638401,5.69,0.68,0.0005,1.09,1
30154649,46335875,113.54,13.62,0.0091,21.73,1
30154650,46338260,56.05,6.73,0.0045,10.73,1
30154650,12687638403,10.75,1.29,0.0009,2.06,1
30154650,46342440,107.37,12.88,0.0086,20.55,1
30167794,481290959,27.92,3.35,0.0022,5.34,1
30210570,46249143,191.16,22.94,0.0153,36.58,1
30210617,46249143,173.22,20.79,0.0139,33.15,1
30731909,30731914,41.3,4.96,0.0033,7.9,1
30731909,46304906,68.79,8.25,0.0055,13.16,1
30731914,46298484,131.18,15.74,0.0105,25.1,1
30731914,30731909,41.3,4.96,0.0033,7.9,1
30813410,301663836,6.63,0.8,0.0005,1.27,1
31008901,7638757821,3.9,0.47,0.0003,0.75,2
31008901,46483027,124.62,14.95,0.01,23.85,1
31240616,46359871,63.68,7.64,0.0051,12.18,1
31240616,46369747,261.46,31.38,0.0209,50.03,1
31240619,46356347,96.83,11.62,0.0077,18.53,1
31240619,46363752,195.84,23.5,0.0157,37.48,1
31240665,46336500,56.32,6.76,0.0045,10.78,1
31240665,31240668,114.6,13.75,0.0092,21.93,1
31240665,46338006,119.32,14.32,0.0095,22.83,1
31240666,9404576657,20.07,2.41,0.0016,3.84,1
31240666,31240665,119.01,14.28,0.0095,22.77,1
31240668,46332065,56.59,6.79,0.0045,10.83,1
31240668,46327179,113.06,13.57,0.009,21.64,1
31240668,31240666,171.26,20.55,0.0137,32.77,1
31296271,46343533,9.06,1.09,0.0007,1.73,1
31296271,46349435,212.52,25.5,0.017,40.67,1
46166922,46173879,211.88,25.43,0.017,40.55,2
46170100,46176802,208.49,25.02,0.0167,39.9,1
46170100,1791494026,181.54,21.78,0.0145,34.74,1
46170208,46173739,112.14,13.46,0.009,21.46,1
46172390,46172410,79.65,9.56,0.0064,15.24,1
46172410,46173796,47.14,5.66,0.0038,9.02,1
46172410,46172390,79.65,9.56,0.0064,15.24,1
46172410,2016733964,144.62,17.35,0.0116,27.67,1
46172491,46175253,86.3,10.36,0.0069,16.51,1
46172491,46175210,160.67,19.28,0.0129,30.75,1
46172491,9663535960,180.34,21.64,0.0144,34.51,1
46172804,46175567,86.93,10.43,0.007,16.63,1
46172804,46176490,183.43,22.01,0.0147,35.1,1
46172804,46175393,158.46,19.02,0.0127,30.32,1
46172955,46175654,86.28,10.35,0.0069,16.51,1
46172955,9663595777,176.47,21.18,0.0141,33.77,1
46172955,46175653,157.84,18.94,0.0126,30.2,1
46173228,46176048,87.45,10.49,0.007,16.73,1
46173228,46176328,160.09,19.21,0.0128,30.63,1
46173228,46176937,180.45,21.65,0.0144,34.53,1
46173596,46176385,86.49,10.38,0.0069,16.55,1
46173596,46173600,74.77,8.97,0.006,14.31,1
46173596,46177291,176.82,21.22,0.0141,33.84,1
46173600,46176462,88.32,10.6,0.0071,16.9,1
46173600,46173596,74.77,8.97,0.006,14.31,1
46173600,46173776,72.16,8.66,0.0058,13.81,1
46173739,46173769,30.42,3.65,0.0024,5.82,1
46173739,46170208,112.14,13.46,0.009,21.46,1
46173739,46173879,78.96,9.48,0.0063,15.11,1
46173740,46173847,69.37,8.32,0.0055,13.27,1
46173740,46176514,88.29,10.6,0.0071,16.9,1
46173740,46173769,39.58,4.75,0.0032,7.57,1
46173769,46175638,56.98,6.84,0.0046,10.9,1
46173769,46173739,30.42,3.65,0.0024,5.82,1
46173769,46173740,39.58,4.75,0.0032,7.57,1
46173773,46173848,70.29,8.43,0.0056,13.45,1
46173773,46173796,111.93,13.43,0.009,21.42,1
46173773,46178706,142.57,17.11,0.0114,27.28,1
46173775,46176342,78.63,9.44,0.0063,15.05,1
46173775,46173915,92.17,11.06,0.0074,17.64,1
46173775,46173800,76.21,9.14,0.0061,14.58,1
46173776,46177245,122.41,14.69,0.0098,23.42,1
46173776,46173778,58.39,7.01,0.0047,11.17,1
46173776,46173600,72.16,8.66,0.0058,13.81,1
46173778,46176491,90.91,10.91,0.0073,17.4,1
46173778,46174562,96.94,11.63,0.0078,18.55,1
46173778,46173776,58.39,7.01,0.0047,11.17,1
46173796,46172410,47.14,5.66,0.0038,9.02,1
46173796,46177264,100.89,12.11,0.0081,19.31,1
46173796,46173847,76.65,9.2,0.0061,14.67,1
46173796,46173773,111.93,13.43,0.009,21.42,1
46173800,46176327,79.24,9.51,0.0063,15.16,1
46173800,46173775,76.21,9.14,0.0061,14.58,1
46173800,46173848,76.3,9.16,0.0061,14.6,1
46173847,46173740,69.37,8.32,0.0055,13.27,1
46173847,46177263,102.46,12.29,0.0082,19.61,1
46173847,46173796,76.65,9.2,0.0061,14.67,1
46173848,46173800,76.3,9.16,0.0061,14.6,1
46173848,46173773,70.29,8.43,0.0056,13.45,1
46173848,46177240,101.89,12.23,0.0082,19.5,1
46173879,46173739,78.96,9.48,0.0063,15.11,1
46173879,46188193,396.99,47.64,0.0318,75.97,2
46173879,46166922,211.88,25.43,0.017,40.55,2
46173882,46173915,53.64,6.44,0.0043,10.26,1
46173915,46173882,53.64,6.44,0.0043,10.26,1
46173915,46173775,92.17,11.06,0.0074,17.64,1
46173915,46176460,113.26,13.59,0.0091,21.67,1
46174562,46173778,96.94,11.63,0.0078,18.55,1
46175210,46177782,72.41,8.69,0.0058,13.86,1
46175210,46172491,160.67,19.28,0.0129,30.75,1
46175210,46175253,75.07,9.01,0.006,14.37,1
46175253,46172491,86.3,10.36,0.0069,16.51,1
46175253,46175210,75.07,9.01,0.006,14.37,1
46175253,46176231,100.55,12.07,0.008,19.24,1
46175393,46178180,70.64,8.48,0.0057,13.52,1
46175393,46175567,74.31,8.92,0.0059,14.22,1
46175393,46172804,158.46,19.02,0.0127,30.32,1
46175567,46172804,86.93,10.43,0.007,16.63,1
46175567,46175393,74.31,8.92,0.0059,14.22,1
46175567,46176490,99.64,11.96,0.008,19.07,1
46175638,46173769,56.98,6.84,0.0046,10.9,1
46175653,46178542,71.37,8.56,0.0057,13.66,1
46175653,46175654,71.82,8.62,0.0057,13.74,1
46175653,46172955,157.84,18.94,0.0126,30.2,1
46175654,46172955,86.28,10.35,0.0069,16.51,1
46175654,46175653,71.82,8.62,0.0057,13.74,1
46175654,46176913,98.38,11.81,0.0079,18.83,1
46176029,46177266,54.95,6.59,0.0044,10.52,1
46176048,46173228,87.45,10.49,0.007,16.73,1
46176048,46176328,73.18,8.78,0.0059,14.0,1
46176048,46176937,97.24,11.67,0.0078,18.61,1
46176131,9663535960,57.42,6.89,0.0046,10.99,1
46176231,46177674,28.4,3.41,0.0023,5.44,1
46176231,9663535960,4.26,0.51,0.0003,0.82,1
46176231,46175253,100.55,12.07,0.008,19.24,1
46176327,46176365,38.28,4.59,0.0031,7.32,1
46176327,46177241,22.23,2.67,0.0018,4.25,1
46176327,46173800,79.24,9.51,0.0063,15.16,1
46176328,46176048,73.18,8.78,0.0059,14.0,1
46176328,46178984,71.62,8.59,0.0057,13.71,1
46176328,46173228,160.09,19.21,0.0128,30.63,1
46176342,46176460,57.2,6.86,0.0046,10.95,1
46176342,46173775,78.63,9.44,0.0063,15.05,1
46176342,46176365,37.91,4.55,0.003,7.25,1
46176365,46176327,38.28,4.59,0.0031,7.32,1
46176365,46177832,37.32,4.48,0.003,7.14,1
46176365,46176342,37.91,4.55,0.003,7.25,1
46176385,46176462,72.92,8.75,0.0058,13.95,1
46176385,46173596,86.49,10.38,0.0069,16.55,1
46176385,46177395,97.84,11.74,0.0078,18.72,1
46176460,46176342,57.2,6.86,0.0046,10.95,1
46176460,46177803,38.31,4.6,0.0031,7.33,1
46176460,46173915,113.26,13.59,0.0091,21.67,1
46176462,46177076,14.86,1.78,0.0012,2.84,1
46176462,46173600,88.32,10.6,0.0071,16.9,1
46176462,46176385,72.92,8.75,0.0058,13.95,1
46176490,46178255,40.57,4.87,0.0032,7.76,1
46176490,46172804,183.43,22.01,0.0147,35.1,1
46176490,46175567,99.64,11.96,0.008,19.07,1
46176491,46173778,90.91,10.91,0.0073,17.4,1
46176491,46178259,41.08,4.93,0.0033,7.86,1
46176514,2016733924,36.85,4.42,0.0029,7.05,1
46176514,46178699,54.12,6.49,0.0043,10.36,1
46176514,46173740,88.29,10.6,0.0071,16.9,1
46176588,46179460,209.64,25.16,0.0168,40.12,1
46176588,46177208,68.0,8.16,0.0054,13.01,1
46176802,46177783,26.25,3.15,0.0021,5.02,1
46176802,46170100,208.49,25.02,0.0167,39.9,1
46176884,9663595777,31.01,3.72,0.0025,5.93,1
46176913,46178134,29.15,3.5,0.0023,5.58,1
46176913,9663595777,4.59,0.55,0.0004,0.88,1
46176913,46175654,98.38,11.81,0.0079,18.83,1
46176936,46176937,37.12,4.45,0.003,7.1,1
46176937,9570204167,31.05,3.73,0.0025,5.94,1
46176937,46173228,180.45,21.65,0.0144,34.53,1
46176937,46176936,37.12,4.45,0.003,7.1,1
46176937,46176048,97.24,11.67,0.0078,18.61,1
46177076,46176462,14.86,1.78,0.0012,2.84,1
46177076,46179502,57.2,6.86,0.0046,10.95,1
46177076,46177245,51.79,6.21,0.0041,9.91,1
46177208,46176802,11.49,1.38,0.0009,2.2,1
46177240,46177241,75.84,9.1,0.0061,14.51,1
46177240,46178706,108.55,13.03,0.0087,20.77,1
46177240,46173848,101.89,12.23,0.0082,19.5,1
46177241,46180316,74.06,8.89,0.0059,14.17,1
46177241,46176327,22.23,2.67,0.0018,4.25,1
46177241,46177240,75.84,9.1,0.0061,14.51,1
46177245,46178611,44.23,5.31,0.0035,8.46,1
46177245,46177076,51.79,6.21,0.0041,9.91,1
46177245,46173776,122.41,14.69,0.0098,23.42,1
46177263,46173847,102.46,12.29,0.0082,19.61,1
46177263,46177264,77.55,9.31,0.0062,14.84,1
46177263,46178699,109.19,13.1,0.0087,20.89,1
46177264,46177263,77.55,9.31,0.0062,14.84,1
46177264,46180104,75.27,9.03,0.006,14.4,1
46177264,46173796,100.89,12.11,0.0081,19.31,1
46177266,46178286,35.48,4.26,0.0028,6.79,1
46177266,46177291,42.9,5.15,0.0034,8.21,1
46177266,46176029,54.95,6.59,0.0044,10.52,1
46177291,46177395,6.03,0.72,0.0005,1.15,1
46177291,46177266,42.9,5.15,0.0034,8.21,1
46177291,46173596,176.82,21.22,0.0141,33.84,1
46177395,9665415492,30.34,3.64,0.0024,5.81,1
46177395,46177291,6.03,0.72,0.0005,1.15,1
46177395,46176385,97.84,11.74,0.0078,18.72,1
46177400,46176588,69.31,8.32,0.0055,13.26,1
46177400,46177208,11.7,1.4,0.0009,2.24,1
46177674,46176231,28.4,3.41,0.0023,5.44,1
46177674,46177836,12.42,1.49,0.001,2.38,1
46177779,46177897,22.52,2.7,0.0018,4.31,1
46177779,46190550,347.88,25.05,0.0278,66.57,2
46177782,3325025268,5.02,0.6,0.0004,0.96,1
46177782,46177806,33.24,3.99,0.0027,6.36,1
46177782,46175210,72.41,8.69,0.0058,13.86,1
46177783,46177400,19.71,2.37,0.0016,3.77,1
46177783,394882955,943.34,113.2,0.0755,180.52,1
46177803,46176460,38.31,4.6,0.0031,7.33,1
46177803,46177832,94.36,11.32,0.0075,18.06,1
46177803,46180827,171.95,20.63,0.0138,32.9,1
46177806,46177899,72.24,8.67,0.0058,13.82,1
46177806,3325025269,4.93,0.59,0.0004,0.94,1
46177806,46177674,122.69,14.72,0.0098,23.48,1
46177832,46176365,37.32,4.48,0.003,7.14,1
46177832,46180827,80.46,9.66,0.0064,15.4,1
46177832,46177803,94.36,11.32,0.0075,18.06,1
46177836,3325025271,5.67,0.68,0.0005,1.08,1
46177836,46178180,120.79,14.49,0.0097,23.11,1
46177897,1577440140,7.41,0.53,0.0006,1.42,1
46177897,5623056307,34.7,4.16,0.0028,6.64,1
46177899,3325025270,5.7,0.68,0.0005,1.09,1
46177899,46177836,38.26,4.59,0.0031,7.32,1
46178134,46176913,29.15,3.5,0.0023,5.58,1
46178134,46178610,119.05,14.29,0.0095,22.78,1
46178134,46178635,12.57,1.51,0.001,2.41,1
46178180,46175393,70.64,8.48,0.0057,13.52,1
46178180,3325025273,5.56,0.67,0.0004,1.06,1
46178180,46178210,32.17,3.86,0.0026,6.16,1
46178210,3325021373,5.76,0.69,0.0005,1.1,1
46178210,46178253,75.8,9.1,0.0061,14.51,1
46178253,3325021375,5.45,0.65,0.0004,1.04,1
46178253,46178255,36.47,4.38,0.0029,6.98,1
46178255,46178542,121.63,14.6,0.0097,23.27,1
46178255,3325021377,5.42,0.65,0.0004,1.04,1
46178255,46176490,40.57,4.87,0.0032,7.76,1
46178256,46176491,40.67,4.88,0.0033,7.78,1
46178256,46178259,14.47,1.74,0.0012,2.77,1
46178259,46178543,24.88,2.99,0.002,4.76,1
46178286,46177266,35.48,4.26,0.0028,6.79,1
46178542,46175653,71.37,8.56,0.0057,13.66,1
46178542,3325021379,5.31,0.64,0.0004,1.02,1
46178542,46178610,32.63,3.92,0.0026,6.24,1
46178543,46179460,16.22,1.95,0.0013,3.1,1
46178543,4566767933,18.77,2.25,0.0015,3.59,1
46178576,3325021381,5.28,0.63,0.0004,1.01,1
46178576,46178635,31.87,3.82,0.0025,6.1,1
46178610,3325021380,5.27,0.63,0.0004,1.01,1
46178610,46178134,119.05,14.29,0.0095,22.78,1
46178610,46178576,75.22,9.03,0.006,14.39,1
46178611,46177245,44.23,5.31,0.0035,8.46,1
46178635,3325021382,4.95,0.59,0.0004,0.95,1
46178635,46178665,149.65,17.96,0.012,28.64,1
46178635,46178134,12.57,1.51,0.001,2.41,1
46178665,9570204167,12.49,1.5,0.001,2.39,1
46178665,3325021386,5.07,0.61,0.0004,0.97,1
46178665,46178708,29.36,3.52,0.0023,5.62,1
46178699,46176514,54.12,6.49,0.0043,10.36,1
46178699,46177263,109.19,13.1,0.0087,20.89,1
46178699,46180012,29.58,3.55,0.0024,5.66,1
46178706,46177240,108.55,13.03,0.0087,20.77,1
46178706,46180083,33.31,4.0,0.0027,6.37,1
46178706,46173773,142.57,17.11,0.0114,27.28,1
46178708,3325021387,4.82,0.58,0.0004,0.92,1
46178708,46178830,74.04,8.88,0.0059,14.17,1
46178830,3325021388,5.1,0.61,0.0004,0.98,1
46178830,46178984,36.72,4.41,0.0029,7.03,1
46178830,9570204167,113.93,13.67,0.0091,21.8,1
46178984,3325021390,5.0,0.6,0.0004,0.96,1
46178984,46176328,71.62,8.59,0.0057,13.71,1
46178984,46179162,125.33,15.04,0.01,23.98,1
46179021,46178256,29.23,3.51,0.0023,5.59,1
46179162,9665415492,11.92,1.43,0.001,2.28,1
46179162,3325021392,4.79,0.58,0.0004,0.92,1
46179162,46179207,30.55,3.67,0.0024,5.85,1
46179207,3325025275,5.12,0.61,0.0004,0.98,1
46179207,9665370011,70.76,8.49,0.0057,13.54,1
46179460,46176588,209.64,25.16,0.0168,40.12,1
46179460,4566767933,15.01,1.8,0.0012,2.87,1
46179502,3325025277,4.61,0.55,0.0004,0.88,1
46179502,46179021,109.63,13.16,0.0088,20.98,1
46179502,46177076,57.2,6.86,0.0046,10.95,1
46179537,3325025276,4.8,0.58,0.0004,0.92,1
46179537,46179502,31.96,3.83,0.0026,6.12,1
46179616,46181614,58.0,6.96,0.0046,11.1,1
46179616,46181180,109.56,13.15,0.0088,20.97,1
46179616,3325025269,38.76,4.65,0.0031,7.42,1
46179708,46182244,72.9,8.75,0.0058,13.95,1
46179708,46183298,114.16,13.7,0.0091,21.85,1
46179708,3325021381,22.05,2.65,0.0018,4.22,1
46179955,46180012,36.68,4.4,0.0029,7.02,1
46179955,2016733846,14.89,1.79,0.0012,2.85,1
46179955,2016733846,104.55,12.55,0.0084,20.01,1
46180012,46180356,4.85,0.58,0.0004,0.93,1
46180012,46179955,36.68,4.4,0.0029,7.02,1
46180012,46178699,29.58,3.55,0.0024,5.66,1
46180050,46181943,57.77,6.93,0.0046,11.05,1
46180050,3325021373,38.53,4.62,0.0031,7.37,1
46180050,46181368,111.24,13.35,0.0089,21.29,1
46180083,46180316,146.18,17.54,0.0117,27.97,1
46180083,46183796,100.4,12.05,0.008,19.21,1
46180083,46178706,33.31,4.0,0.0027,6.37,1
46180087,3325025277,107.31,12.88,0.0086,20.53,1
46180087,46179021,18.96,2.28,0.0015,3.63,1
46180104,46180356,148.1,17.77,0.0118,28.34,1
46180104,46183744,99.69,11.96,0.008,19.08,1
46180104,46177264,75.27,9.03,0.006,14.4,1
46180316,46180083,146.18,17.54,0.0117,27.97,1
46180316,46182314,62.11,7.45,0.005,11.89,1
46180316,46177241,74.06,8.89,0.0059,14.17,1
46180356,46183070,81.28,9.75,0.0065,15.55,1
46180356,46180012,4.85,0.58,0.0004,0.93,1
46180356,46180104,148.1,17.77,0.0118,28.34,1
46180408,46182117,57.35,6.88,0.0046,10.97,1
46180408,46181284,99.02,11.88,0.0079,18.95,1
46180408,3325021380,38.14,4.58,0.0031,7.3,1
46180738,46184038,83.7,10.04,0.0067,16.02,1
46180738,46182328,111.52,13.38,0.0089,21.34,1
46180738,3325025275,39.3,4.72,0.0031,7.52,1
46180827,46182350,40.98,4.92,0.0033,7.84,1
46180827,46177832,80.46,9.66,0.0064,15.4,1
46180827,46177803,171.95,20.63,0.0138,32.9,1
46180959,46180087,29.65,3.56,0.0024,5.67,1
46181180,46179616,109.56,13.15,0.0088,20.97,1
46181185,46194128,382.22,27.52,0.0306,73.14,2
46181185,46180959,33.59,4.03,0.0027,6.43,1
46181284,46180408,99.02,11.88,0.0079,18.95,1
46181368,46180050,111.24,13.35,0.0089,21.29,1
46181612,46183719,89.9,10.79,0.0072,17.2,1
46181614,3298632762,29.87,3.58,0.0024,5.72,1
46181614,46179616,58.0,6.96,0.0046,11.1,1
46181614,46181616,74.85,8.98,0.006,14.32,1
46181616,46182656,33.72,4.05,0.0027,6.45,1
46181616,3325025270,90.5,10.86,0.0072,17.32,1
46181616,46182727,233.57,28.03,0.0187,44.7,1
46181616,46181614,74.85,8.98,0.006,14.32,1
46181943,46180050,57.77,6.93,0.0046,11.05,1
46181943,46182828,28.25,3.39,0.0023,5.41,1
46181943,46181945,73.33,8.8,0.0059,14.03,1
46181945,46181943,73.33,8.8,0.0059,14.03,1
46181945,46182922,31.74,3.81,0.0025,6.07,1
46181945,3325021375,95.38,11.45,0.0076,18.25,1
46181945,46183103,236.58,28.39,0.0189,45.27,1
46182051,2016733846,39.81,4.78,0.0032,7.62,1
46182117,46183194,31.76,3.81,0.0025,6.08,1
46182117,46180408,57.35,6.88,0.0046,10.97,1
46182244,46182117,74.64,8.96,0.006,14.28,1
46182244,46183352,29.59,3.55,0.0024,5.66,1
46182244,46179708,72.9,8.75,0.0058,13.95,1
46182314,46182350,39.59,4.75,0.0032,7.58,1
46182314,46183722,38.08,4.57,0.003,7.29,1
46182314,46180316,62.11,7.45,0.005,11.89,1
46182328,46180738,111.52,13.38,0.0089,21.34,1
46182350,46182314,39.59,4.75,0.0032,7.58,1
46182350,46180827,40.98,4.92,0.0033,7.84,1
46182350,1577440178,159.44,19.13,0.0128,30.51,1
46182380,46182465,73.18,8.78,0.0059,14.0,1
46182380,46183690,33.34,4.0,0.0027,6.38,1
46182380,3325021388,89.88,10.79,0.0072,17.2,1
46182380,46183797,219.12,26.29,0.0175,41.93,1
46182465,46182380,73.18,8.78,0.0059,14.0,1
46182465,46183604,33.22,3.99,0.0027,6.36,1
46182465,3325021387,90.55,10.87,0.0072,17.33,1
46182656,46184380,44.59,5.35,0.0036,8.53,1
46182656,46181616,33.72,4.05,0.0027,6.45,1
46182656,46182727,95.45,11.45,0.0076,18.27,1
46182696,3298632762,84.89,10.19,0.0068,16.24,1
46182727,46184405,35.57,4.27,0.0028,6.81,1
46182727,46181616,233.57,28.03,0.0187,44.7,1
46182727,46182828,98.06,11.77,0.0078,18.77,1
46182727,46182656,95.45,11.45,0.0076,18.27,1
46182828,46181943,28.25,3.39,0.0023,5.41,1
46182828,46184457,37.98,4.56,0.003,7.27,1
46182828,46182727,98.06,11.77,0.0078,18.77,1
46182922,46183103,94.75,11.37,0.0076,18.13,1
46182922,46184831,42.09,5.05,0.0034,8.06,1
46182922,46181945,31.74,3.81,0.0025,6.07,1
46183070,46183742,17.88,2.15,0.0014,3.42,1
46183070,46180356,81.28,9.75,0.0065,15.55,1
46183070,2016733905,37.96,4.56,0.003,7.26,1
46183072,46183570,8.43,1.01,0.0007,1.61,1
46183072,46183072,172.39,20.69,0.0138,32.99,1
46183072,46183072,172.39,20.69,0.0138,32.99,1
46183103,46183194,97.54,11.7,0.0078,18.67,1
46183103,46182922,94.75,11.37,0.0076,18.13,1
46183103,46184710,35.0,4.2,0.0028,6.7,1
46183103,46181945,236.58,28.39,0.0189,45.27,1
46183194,46183103,97.54,11.7,0.0078,18.67,1
46183194,46184833,34.62,4.15,0.0028,6.62,1
46183194,46182117,31.76,3.81,0.0025,6.08,1
46183298,46183353,13.39,1.61,0.0011,2.56,1
46183298,46183352,12.17,1.46,0.001,2.33,1
46183298,46179708,114.16,13.7,0.0091,21.85,1
46183352,46183298,12.17,1.46,0.001,2.33,1
46183352,46182244,29.59,3.55,0.0024,5.66,1
46183352,46185279,45.36,5.44,0.0036,8.68,1
46183353,46183537,35.42,4.25,0.0028,6.78,1
46183353,46183298,13.39,1.61,0.0011,2.56,1
46183353,46187974,141.16,16.94,0.0113,27.01,1
46183537,46183570,45.57,5.47,0.0036,8.72,1
46183537,46183353,35.42,4.25,0.0028,6.78,1
46183537,46187976,129.28,15.51,0.0103,24.74,1
46183570,46183072,8.43,1.01,0.0007,1.61,1
46183570,46183601,44.26,5.31,0.0035,8.47,1
46183570,46183537,45.57,5.47,0.0036,8.72,1
46183601,46183688,35.7,4.28,0.0029,6.83,1
46183601,46183570,44.26,5.31,0.0035,8.47,1
46183601,46188071,129.62,15.55,0.0104,24.8,1
46183604,46187732,114.49,13.74,0.0092,21.91,1
46183604,46182465,33.22,3.99,0.0027,6.36,1
46183604,46183688,25.3,3.04,0.002,4.84,1
46183688,46183601,35.7,4.28,0.0029,6.83,1
46183688,46183604,25.3,3.04,0.002,4.84,1
46183688,46187732,134.97,16.2,0.0108,25.83,1
46183690,46183797,92.69,11.12,0.0074,17.74,1
46183690,46182380,33.34,4.0,0.0027,6.38,1
46183690,46188359,216.13,25.94,0.0173,41.36,1
46183719,46183742,34.75,4.17,0.0028,6.65,1
46183719,46183794,33.73,4.05,0.0027,6.45,1
46183719,46181612,89.9,10.79,0.0072,17.2,1
46183722,46182314,38.08,4.57,0.003,7.29,1
46183722,46184037,75.32,9.04,0.006,14.41,1
46183722,46187377,100.95,12.11,0.0081,19.32,1
46183742,46186242,65.5,7.86,0.0052,12.53,1
46183742,46183070,17.88,2.15,0.0014,3.42,1
46183742,46183719,34.75,4.17,0.0028,6.65,1
46183744,46183794,78.13,9.38,0.0063,14.95,1
46183744,46187415,100.37,12.04,0.008,19.21,1
46183744,46180104,99.69,11.96,0.008,19.08,1
46183744,46183796,112.02,13.44,0.009,21.44,1
46183794,46187375,100.64,12.08,0.0081,19.26,1
46183794,46183719,33.73,4.05,0.0027,6.45,1
46183794,46183744,78.13,9.38,0.0063,14.95,1
46183796,46184037,69.41,8.33,0.0056,13.28,1
46183796,46183744,112.02,13.44,0.009,21.44,1
46183796,46188663,139.56,16.75,0.0112,26.71,1
46183796,46180083,100.4,12.05,0.008,19.21,1
46183797,46184038,98.71,11.85,0.0079,18.89,1
46183797,46183690,92.69,11.12,0.0074,17.74,1
46183797,46185345,41.7,5.0,0.0033,7.98,1
46183797,46182380,219.12,26.29,0.0175,41.93,1
46184037,46183796,69.41,8.33,0.0056,13.28,1
46184037,46187398,100.64,12.08,0.0081,19.26,1
46184037,46183722,75.32,9.04,0.006,14.41,1
46184038,46183797,98.71,11.85,0.0079,18.89,1
46184038,46185609,38.88,4.67,0.0031,7.44,1
46184038,46180738,83.7,10.04,0.0067,16.02,1
46184038,46184065,75.32,9.04,0.006,14.41,1
46184065,46184065,233.76,28.05,0.0187,44.73,1
46184065,3325025276,124.78,14.97,0.01,23.88,1
46184065,46184038,75.32,9.04,0.006,14.41,1
46184179,46184380,72.2,8.66,0.0058,13.82,1
46184179,1379352901,5.65,0.68,0.0005,1.08,1
46184179,46187268,163.63,19.64,0.0131,31.31,1
46184380,46184179,72.2,8.66,0.0058,13.82,1
46184380,46182656,44.59,5.35,0.0036,8.53,1
46184380,46187054,79.07,9.49,0.0063,15.13,1
46184405,46182727,35.57,4.27,0.0028,6.81,1
46184405,46187278,85.28,10.23,0.0068,16.32,1
46184405,46185920,109.05,13.09,0.0087,20.87,1
46184457,46182828,37.98,4.56,0.003,7.27,1
46184457,46184856,6.39,0.77,0.0005,1.22,1
46184457,46186201,106.64,12.8,0.0085,20.41,1
46184710,46183103,35.0,4.2,0.0028,6.7,1
46184710,46187647,86.04,10.33,0.0069,16.47,1
46184710,46185495,94.74,11.37,0.0076,18.13,1
46184831,46184856,71.45,8.57,0.0057,13.67,1
46184831,46182922,42.09,5.05,0.0034,8.06,1
46184831,46187497,79.24,9.51,0.0063,15.16,1
46184833,46185030,8.92,1.07,0.0007,1.71,1
46184833,46183194,34.62,4.15,0.0028,6.62,1
46184833,46185894,105.81,12.7,0.0085,20.25,1
46184856,46184457,6.39,0.77,0.0005,1.22,1
46184856,46184831,71.45,8.57,0.0057,13.67,1
46184856,46187278,177.62,21.31,0.0142,33.99,1
46185030,46185279,73.3,8.8,0.0059,14.03,1
46185030,46184833,8.92,1.07,0.0007,1.71,1
46185030,46187647,177.94,21.35,0.0142,34.05,1
46185279,46185030,73.3,8.8,0.0059,14.03,1
46185279,46187974,71.41,8.57,0.0057,13.66,1
46185279,46183352,45.36,5.44,0.0036,8.68,1
46185345,46183797,41.7,5.0,0.0033,7.98,1
46185345,46188359,83.06,9.97,0.0066,15.89,1
46185345,46186730,108.49,13.02,0.0087,20.76,1
46185495,46184710,94.74,11.37,0.0076,18.13,1
